City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,borazjan,0,IR,1540087200,69,29.27,51.21,78.8,2.24
382,west lorne,40,CA,1540090800,100,42.6,-81.61,37.4,10.29
383,fortuna,40,ES,1540090800,83,38.18,-1.13,71.6,19.46
384,kharan,0,PK,1540091801,54,28.58,65.42,51.8,2.37
385,lima,36,PE,1540091082,77,-12.06,-77.04,52.12,1.36
386,flin flon,100,CA,1540091802,80,54.77,-101.88,36.5,10.42
387,am timan,0,TD,1540091216,59,11.04,20.28,67.1,2.93
388,gorontalo,44,ID,1540091803,78,0.54,123.06,82.76,2.59
389,west wendover,1,US,1540090560,50,40.74,-114.07,51.8,2.04
390,lovozero,76,RU,1540091803,100,68.01,35.02,28.72,3.15
391,carbonia,0,IT,1540090200,93,39.17,8.53,62.6,3.36
392,khandyga,56,RU,1540091804,73,62.65,135.58,20.48,3.27
393,benguela,0,AO,1540091804,100,-12.58,13.4,72.14,1.7
394,oistins,75,BB,1540087200,83,13.07,-59.53,80.6,17.22
395,ajaccio,0,FR,1540090800,93,41.93,8.74,64.4,5.82
396,cairns,20,AU,1540090800,62,-16.92,145.77,84.2,10.29
397,waipawa,0,NZ,1540091805,44,-39.94,176.59,70.43,6.62
398,tocache,20,PE,1540091805,88,-8.19,-76.51,57.88,1.92
399,kanniyakumari,68,IN,1540091806,100,8.08,77.57,78.89,6.51
400,colares,20,PT,1540090800,87,38.8,-9.45,60.8,8.05
401,san policarpo,56,PH,1540091806,94,12.18,125.51,83.53,5.28
402,walvis bay,76,NA,1540087200,87,-22.95,14.51,57.2,4.7
403,svetlaya,0,RU,1540091209,100,46.54,138.33,50.27,6.62
404,davila,20,PH,1540087200,52,18.47,120.58,89.6,4.7
405,yamada,20,JP,1540087200,55,36.58,137.08,68.0,4.7
406,dayong,64,PH,1540091808,100,11.74,122.04,83.17,17.69
407,guerrero negro,0,MX,1540091808,78,27.97,-114.04,67.19,7.18
408,kitui,80,KE,1540091809,97,-1.37,38.02,62.02,4.38
409,codajas,24,BR,1540091545,88,-3.84,-62.06,78.53,2.93
410,honningsvag,56,NO,1540091810,100,70.98,25.97,32.68,12.33
411,sayyan,0,YE,1540091810,80,15.17,44.32,40.78,1.36
412,cheney,1,US,1540090680,53,47.49,-117.58,53.6,2.71
413,cravo norte,56,CO,1540091811,92,6.3,-70.2,76.91,8.19
414,khasan,12,RU,1540091811,75,42.43,130.64,62.33,6.17
415,dunda,0,IN,1540091259,60,30.62,78.32,47.17,2.15
416,kinkala,75,CG,1540087200,78,-4.35,14.75,78.8,6.93
417,kabalo,8,CD,1540091812,90,-6.05,26.92,68.63,5.95
418,ukiah,1,US,1540090560,42,39.15,-123.21,66.2,2.15
419,garbolovo,20,RU,1540089000,93,60.34,30.5,41.0,2.24
420,tateyama,20,JP,1540087200,55,36.66,137.31,64.4,4.7
421,belaya gora,44,RU,1540091813,83,68.54,146.19,9.77,6.17
422,kerewan,0,GM,1540087200,88,13.49,-16.09,78.8,3.36
423,harper,1,US,1540090500,72,30.3,-99.24,62.6,9.17
424,mittagong,75,AU,1540087200,55,-34.45,150.45,66.2,10.29
425,kloulklubed,75,PW,1540086600,83,7.04,134.26,82.4,6.93
426,bagnols-sur-ceze,0,FR,1540090800,72,44.16,4.62,59.0,12.75
427,barabinsk,92,RU,1540091814,97,55.35,78.35,42.98,16.02
428,dunedin,8,NZ,1540091815,59,-45.87,170.5,69.26,4.5
429,clyde river,90,CA,1540091460,92,70.47,-68.59,12.2,6.93
430,sawtell,75,AU,1540089000,78,-30.38,153.1,71.6,8.05
431,lazaro cardenas,90,MX,1540086480,100,28.39,-105.62,57.2,3.36
432,anchorage,90,US,1540090560,70,61.22,-149.89,48.2,5.82
433,omboue,64,GA,1540091816,100,-1.57,9.26,79.07,12.66
434,zimovniki,68,RU,1540091813,89,47.15,42.46,49.6,3.6
435,sorland,8,NO,1540091817,100,67.67,12.69,50.09,37.04
436,bonavista,92,CA,1540091817,78,48.65,-53.11,54.23,35.37
437,san francisco,20,US,1540090680,87,37.78,-122.42,66.2,19.46
438,orsha,0,BY,1540091818,75,54.51,30.43,27.14,2.93
439,maniitsoq,76,GL,1540091819,100,65.42,-52.9,18.41,8.75
440,baruun-urt,20,MN,1540091819,56,46.68,113.28,45.68,13.78
441,arlit,0,NE,1540091820,29,18.74,7.39,68.81,2.93
442,derzhavinsk,32,KZ,1540091820,62,51.1,66.31,40.82,16.13
443,oktyabrskoye,92,RU,1540091821,77,56.73,85.44,33.67,9.64
444,severo-kurilsk,76,RU,1540091821,97,50.68,156.12,42.71,5.06
445,roma,0,IT,1540090200,93,41.89,12.48,62.6,2.24
446,waraseoni,56,IN,1540091822,71,21.76,80.05,78.62,4.61
447,guanare,100,VE,1540091822,94,9.04,-69.74,73.72,4.16
448,muisne,88,EC,1540091822,86,0.61,-80.02,72.14,6.73
449,nagapattinam,32,IN,1540091677,89,10.76,79.84,80.42,5.73
450,granja,0,BR,1540091823,88,-3.12,-40.83,75.88,10.98
451,bara,0,NG,1540091824,61,10.41,10.6,68.45,2.71
452,fukuma,20,JP,1540089000,45,33.77,130.47,68.0,6.93
453,ilinskiy,75,RU,1540089000,70,55.62,38.12,42.8,4.47
454,taseyevo,12,RU,1540091825,86,57.22,94.9,31.55,2.93
455,bintulu,75,MY,1540090800,83,3.17,113.03,82.4,4.7
456,hurup,76,DK,1540090200,100,56.75,8.42,50.0,6.93
457,williams lake,40,CA,1540090800,52,52.13,-122.14,46.4,3.36
458,mwinilunga,64,ZM,1540091827,98,-11.73,24.43,61.7,5.39
459,saquena,48,PE,1540091827,89,-4.67,-73.52,80.65,2.37
460,challans,0,FR,1540090800,81,46.85,-1.88,50.0,8.05
461,merritt island,90,US,1540090620,94,28.54,-80.67,80.6,7.4
462,vila franca do campo,40,PT,1540090800,88,37.72,-25.43,66.2,14.99
463,tabou,0,CI,1540091828,100,4.42,-7.36,80.65,5.17
464,shimoda,0,JP,1540087200,40,34.7,138.93,68.0,19.46
465,the valley,20,AI,1540087200,74,18.22,-63.06,80.6,10.29
466,le pradet,0,FR,1540090800,93,46.44,1.83,44.6,3.36
467,strezhevoy,90,RU,1540089000,88,60.73,77.6,32.0,8.95
468,kwekwe,32,ZW,1540091830,84,-18.93,29.81,56.98,17.58
469,tucurui,88,BR,1540091831,100,-3.77,-49.67,72.73,2.59
470,oudtshoorn,0,ZA,1540087200,81,-33.59,22.2,46.4,9.17
471,taksimo,88,RU,1540091831,77,56.36,114.84,31.64,2.59
472,nisia floresta,0,BR,1540090800,78,-6.09,-35.21,77.0,5.82
473,panambi,0,BR,1540091746,77,-28.29,-53.5,57.7,13.0
474,letlhakane,0,BW,1540091832,75,-21.42,25.59,59.81,26.53
475,najran,40,SA,1540087200,72,17.54,44.22,68.0,5.06
476,bunbury,75,GB,1540090200,93,53.12,-2.65,50.0,3.36
477,san cristobal,20,EC,1540087200,81,-0.39,-78.55,51.8,8.05
478,riyadh,0,SA,1540087200,82,24.63,46.72,68.0,9.17
479,carutapera,12,BR,1540091834,87,-1.2,-46.02,78.58,7.07
480,vao,64,EE,1540091834,92,59.1,26.19,43.07,4.61
481,tulum,75,MX,1540086300,94,20.21,-87.46,77.0,3.27
482,york,68,GB,1540090200,87,53.96,-1.08,53.6,5.82
483,saint anthony,1,US,1540086960,48,43.97,-111.68,48.2,4.7
484,coquimbo,0,CL,1540087200,81,-29.95,-71.34,53.6,3.36
485,rosarito,40,CO,1540087200,100,4.91,-75.23,69.8,4.7
486,harstad,92,NO,1540090200,81,68.8,16.53,46.4,12.75
487,prince rupert,75,CA,1540087200,87,54.32,-130.32,48.2,4.7
488,edinburgh,20,GB,1540090200,87,55.95,-3.19,59.0,11.41
489,zamosc,80,PL,1540091837,78,50.72,23.25,44.47,7.85
490,duki,0,PK,1540091838,23,30.15,68.58,54.59,5.06
491,selenginsk,75,RU,1540089000,80,52.01,106.87,39.2,6.71
492,llanelli,0,GB,1540090200,100,51.68,-4.16,50.0,3.36
493,montecristo,80,CO,1540091839,100,8.3,-74.47,72.86,1.36
494,adeje,100,NG,1540091840,91,5.68,5.76,77.27,7.07
495,rocky mountain house,0,CA,1540091841,90,52.38,-114.92,36.37,2.59
496,beinamar,0,TD,1540091841,80,8.67,15.38,68.23,2.71
497,ambon,0,FR,1540090800,81,47.55,-2.56,50.0,6.93
498,suriapet,24,IN,1540091842,66,17.15,79.62,81.41,4.38
499,kadoma,8,ZW,1540091842,74,-18.34,29.91,61.07,16.58
500,jesup,1,US,1540090500,83,31.61,-81.89,73.4,5.84
501,buraydah,75,SA,1540087200,100,26.33,43.97,68.0,5.82
502,faanui,12,PF,1540091844,100,-16.48,-151.75,81.37,5.61
503,fairbanks,90,US,1540090680,93,64.84,-147.72,35.6,3.36
504,ariquemes,44,BR,1540091846,95,-9.91,-63.03,73.9,1.92
505,cacheu,24,GW,1540091847,83,12.27,-16.16,81.14,7.96
506,kilis,75,TR,1540090920,93,36.72,37.12,57.2,4.7
507,gambela,68,ET,1540091847,91,8.25,34.59,60.71,2.59
508,cidreira,56,BR,1540091848,86,-30.17,-50.22,59.36,6.73
509,san quintin,20,PH,1540087200,52,17.54,120.52,89.6,4.7
510,sirohi,0,IN,1540091848,39,24.89,72.86,76.46,2.48
511,mudgee,0,AU,1540091849,87,-32.6,149.59,63.73,8.75
512,biltine,0,TD,1540091263,16,14.53,20.93,69.26,10.98
513,hirara,40,JP,1540087200,61,24.8,125.28,77.0,12.75
514,kropotkin,12,RU,1540091849,87,45.43,40.58,50.63,2.15
515,kwinana,75,AU,1540090800,77,-32.25,115.77,66.2,13.87
516,khash,0,IR,1540091850,66,28.22,61.21,45.95,2.48
517,puerto escondido,90,MX,1540086300,69,15.86,-97.07,75.2,0.92
518,edson,1,CA,1540090800,30,53.59,-116.44,42.8,5.82
519,rorvik,92,NO,1540091805,100,64.86,11.24,50.36,21.5
520,acapulco,90,MX,1540086780,94,16.86,-99.88,75.2,3.36
521,gamba,0,CN,1540091851,56,28.28,88.52,18.77,2.59
522,slonim,36,BY,1540091852,90,53.09,25.32,36.28,8.52
523,laguna,75,MX,1540086300,42,27.52,-110.01,82.4,4.7
524,usingen,0,DE,1540090200,87,50.33,8.54,42.8,4.7
525,aqtobe,75,KZ,1540089000,69,50.28,57.21,37.4,4.47
526,rundu,0,NA,1540091853,46,-17.91,19.77,66.02,3.94
527,axim,0,GH,1540091853,100,4.87,-2.24,80.06,8.52
528,aswan,0,EG,1540091854,81,24.09,32.9,62.06,2.82
529,olinda,0,EC,1540087200,73,-2.03,-79.75,75.2,14.99
530,carinhanha,92,BR,1540091854,98,-14.3,-43.77,70.88,7.96
531,nybro,0,SE,1540090200,100,56.75,15.91,30.2,2.24
532,polyarnyye zori,88,RU,1540091855,100,67.37,32.5,33.17,3.6
533,dukat,88,RS,1540091855,93,42.44,22.31,46.76,0.58
534,savelugu,8,GH,1540091856,61,9.63,-0.83,70.93,2.37
535,vilyuysk,76,RU,1540091856,80,63.75,121.63,30.11,4.94
536,ellwangen,48,DE,1540090200,93,47.98,9.94,51.8,5.82
537,xam nua,8,LA,1540091856,79,20.42,104.04,74.75,2.48
538,dagda,12,LV,1540091857,74,56.09,27.54,27.55,2.71
539,sandila,0,IN,1540089000,65,27.06,80.51,77.0,4.16
